instrument_key,exchange_token,tradingsymbol,name,last_price,,,tick_size,lot_size,instrument_type,,exchange
NSE_EQ|IN1420220064,11683,783GA32,SDL GA 7.83% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240046,23640,749TN44,SDL TN 7.49% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0KZ301010,19294,KONTOR,KONTOR SPACE LIMITED,81.7,,,0.05,600,EQUITY,,NSE_EQ
NSE_EQ|IN3120240038,23584,749TN34,SDL TN 7.49% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0C8K23012,14806,IRBIT,IRB INFRASTRUCTURE TRUST,0,,,0.01,25000,EQUITY,,NSE_EQ
NSE_EQ|INE027A01015,2866,RCF,RASHTRIYA CHEMICALS & FER,151.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240020,23581,75TN31,SDL TN 7.5% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420220015,9779,781GA32,SDL GA 7.81% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE788H01017,14631,HILTON,HILTON METAL FORGING LTD,67.54,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240012,23423,742TN34A,SDL TN 7.42% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420220023,10912,758GA37,SDL GA 7.58% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0BYP01024,756802,OSWALPUMPS,OSWAL PUMPS LIMITED,689.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE484C01030,14019,VEEDOL,VEEDOL CORPORATION LTD,1697.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE785M01021,29124,PCJEWELLER,PC JEWELLER LTD,17.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE242A01010,1624,IOC,INDIAN OIL CORP LTD,150.65,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0I7D01019,7385,FOCE,FOCE INDIA LIMITED,0,,,0.05,100,EQUITY,,NSE_EQ
NSE_EQ|INE0LRU01027,13868,AARTIPHARM,AARTI PHARMALABS LIMITED,927.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3520240042,29917,72CG34,SDL CG 7.2% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE06MH01016,13701,GOLDKART,GOLDKART JEWELS LIMITED,0,,,0.05,625,EQUITY,,NSE_EQ
NSE_EQ|IN3520240034,29567,714CG33,SDL CG 7.14% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520240026,25484,703CG30,SDL CG 7.03% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0MGM01017,11198,ANNAPURNA,ANNAPURNA SWADISHT LTD,285.65,,,0.05,250,EQUITY,,NSE_EQ
NSE_EQ|IN3520240018,25351,70CG29,SDL CG 7.0% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE205A01025,3063,VEDL,VEDANTA LIMITED,442.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0M4D01010,29077,SGLTL,STANDARD GLASS LIN TECH L,180.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3520240083,30011,732CG37,SDL CG 7.32% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520240075,30007,727CG35,SDL CG 7.27% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE323C01030,1530,INDIANHUME,INDIAN HUME PIPE CO. LTD.,437.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3520240067,30002,728CG34,SDL CG 7.28% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420230309,23328,752WB39,SDL WB 7.52% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520240059,29922,719CG35,SDL CG 7.19% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF754K01TX4,29019,ECAPINSURE,EDELAMC - ECAPINSURE,23.47,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3420230317,23334,753WB44,SDL WB 7.53% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0DSF01015,2350,NURECA,NURECA LIMITED,286.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3520240091,30181,714CG32,SDL CG 7.14% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE217K01011,21737,RHFL,RELIANCE HOME FINANCE LTD,5.42,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320220024,10721,765BR32A,SDL BR 7.65% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320220016,10529,765BR32,SDL BR 7.65% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0QTF01015,22730,VSTL,VIBHOR STEEL TUBES LTD,173.15,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320220040,10923,753BR32,SDL BR 7.53% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320220032,10854,762BR32,SDL BR 7.62% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE309M01020,3908,PREMIERPOL,PREMIER POLYFILM LTD,53.24,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320220065,11094,755BR32,SDL BR 7.55% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0DK501011,11571,PPLPHARMA,PIRAMAL PHARMA LIMITED,200.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0EK901012,1581,TARC,TARC LIMITED,201.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1320220057,10956,745BR32,SDL BR 7.45% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240368,27153,711TN34,SDL TN 7.11% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240350,27003,712TN34A,SDL TN 7.12% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE907A01026,18889,KSL,KALYANI STEELS LIMITED,910.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240343,27000,702TN29,SDL TN 7.02% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240335,25969,716TN54,SDL TN 7.16% 2054,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0OFK01019,16419,CRAYONS,CRAYONS ADVERTISING LTD,55.65,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE452L01012,17511,INCREDIBLE,INCREDIBLE INDUSTRIES LTD,41.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240392,27207,716TN54A,SDL TN 7.16% 2054,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0RCG01017,21185,KCEIL,KAY CEE ENERGY & INFRA L,338.2,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INE142A01012,2514,OSWALAGRO,OSWAL AGRO MILLS LTD,83.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240384,27190,714TN34,SDL TN 7.14% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240376,27186,71TN32A,SDL TN 7.1% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520230324,23349,749CG35,SDL CG 7.49% 2035,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520230308,23345,747CG33A,SDL CG 7.47% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520230316,23347,747CG34A,SDL CG 7.47% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE838B01013,3834,BHARATRAS,BHARAT RASAYAN LTD,11231,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BV301023,7227,MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,1795.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE845D01014,6944,GANECOS,GANESHA ECOSPHERE LIMITED,1492.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240327,25956,713TN34,SDL TN 7.13% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE06H201014,17012,GENSOL,GENSOL ENGINEERING LTD,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240319,25886,700TN29,SDL TN 7.00% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE378D01032,13668,MADHUCON,MADHUCON PROJECTS LTD.,7.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240301,25769,712TN34,SDL TN 7.12% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020030071,6871,597GS2025,GOI LOAN 5.97% 2025,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE829A01014,7903,BIOFILCHEM,BIOFIL CHEM & PHARMA LTD.,46.99,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0FRK01020,20788,MOTISONS,MOTISONS JEWELLERS LTD,22.57,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE655A01013,14128,STCINDIA,THE STATE TRADING CORPN,140.73,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3420240027,24185,734WB39,SDL WB 7.34% 2039,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720210013,5537,693HP31,SDL HP 6.93% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE105A01035,29008,TVSHLTD,TVS HOLDINGS LIMITED,11243,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|IN3420240019,23880,737WB40,SDL WB 7.37% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720210021,5538,698HP32,SDL HP 6.98% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420240043,24569,736WB40,SDL WB 7.36% 2040,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420240035,24197,734WB42,SDL WB 7.34% 2042,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE413U08168,758290,995ISF35,ISF 9.95% 2035,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720210054,6880,693HP32,SDL HP 6.93% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE288A01013,2085,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,14307,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE01YQ01013,25248,AUSL,ADITYA ULTRA STEEL LTD,30.7,,,0.05,2000,EQUITY,,NSE_EQ
NSE_EQ|INF754K01QX0,13139,EBBETF0433,EDELAMC - EBBETF0433,1247.76,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE413U08150,755875,995ISF28A,ISF 9.95% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720210062,6881,692HP33,SDL HP 6.92% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720210039,6878,686HP30,SDL HP 6.86% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240293,25354,71TN34,SDL TN 7.1% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE131A01031,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,379.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720210047,6879,691HP31,SDL HP 6.91% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE347W01011,21392,MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,652.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE413U08119,22923,1048IIFL27,IIFL SAMASTA10.48% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE010601016,22717,ENTERO,ENTERO HEALTHCARE SOLU L,1271.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE413U08143,756167,995ISF28,ISF 9.95% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720210070,7519,703HP31,SDL HP 7.03% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE413U08135,24319,10IIFL26,IIFL SAMASTA 10% 2026,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE413U08127,23024,1077IIFL30,IIFL SAMASTA 10.77% 2030,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720210088,7536,714HP33,SDL HP 7.14% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240244,25001,722TN54,SDL TN 7.22% 2054,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE140A07831,756840,912PEL27,PEL 9.12% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE140A07823,755877,930PEL29,PEL 9.30% 2029,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240236,25006,706TN29,SDL TN 7.06% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240228,24895,719TN34,SDL TN 7.19% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INF247L01023,21423,MOM100,MOTILAL OS MIDCAP100 ETF,62.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE027H01010,22377,MAXHEALTH,MAX HEALTHCARE INS LTD,1219.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE140A07849,756836,919PEL28,PEL 9.19% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240210,24841,721TN34,SDL TN 7.21% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240285,25217,722TN54A,SDL TN 7.22% 2054,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120240277,25212,703TN29,SDL TN 7.03% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE140A07815,29756,91PEL35,PEL 9.10% 2035,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240269,25106,719TN32A,SDL TN 7.19% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE140A07807,24433,95PEL34,PEL 9.50% 2034,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE498E01010,17351,SALONA,SALONA COTSPIN LTD.,282.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE947J01015,17722,DEN,DEN NETWORKS LTD,38.21,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240251,25105,706TN29A,SDL TN 7.06% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE692A01016,10753,UNIONBANK,UNION BANK OF INDIA,143.74,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1CL0,7451,NIFTY50ADD,DSPAMC - DSPN50ETF,262.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE778K01012,19281,EMAMIREAL,EMAMI REALTY LIMITED,108.13,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE045J01026,6198,FCL,FINEOTEX CHEMICAL LIMITED,270.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE1DV401010,756961,MONOLITH,MONOLITHISCH INDIA LTD,471.25,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE586B01026,9354,TAJGVK,TAJ GVK HOTELS & RESORTS,410.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3120240202,24753,723TN34,SDL TN 7.23% 2034,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE954E01012,29423,MOHITIND,MOHIT INDUSTRIES LTD,32.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE01EE01011,12153,BBTCL,B&B TRIPLEWALL CONT LTD,163.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE477A01020,583,CANFINHOME,CAN FIN HOMES LTD,794.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0RFP01011,24697,SSEGL,SATHLOKHAR SYN E&C GLOB L,421.65,,,0.05,200,EQUITY,,NSE_EQ
NSE_EQ|INE739E01017,15039,CERA,CERA SANITARYWARE LTD,6673.5,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE323J01019,17794,SOMICONVEY,SOMI CONVEYOR BELT. LTD.,157.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF205K01361,18292,IVZINGOLD,INVESCO INDIA GOLD ETF,8536.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE04I401011,9683,KPITTECH,KPIT TECHNOLOGIES LIMITED,1268.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE061F01013,14592,FORTIS,FORTIS HEALTHCARE LTD,764.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE626Z01029,8964,HARDWYN,HARDWYN INDIA LIMITED,14.33,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE648Z01023,1465,ACCURACY,ACCURACY SHIPPING LIMITED,7.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE893J01029,6713,MOLDTKPAC,MOLD-TEK PACKAGING LTD,713.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE521J01018,20086,CPCAP,CP CAPITAL LIMITED,171.14,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1520240103,28815,711GJ33,SDL GJ 7.11% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE335K01011,11165,COFFEEDAY,COFFEE DAY ENTERPRISE LTD,34.79,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1DI2,10876,HDFCSILVER,HDFCAMC - HDFCSILVER,107.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE367G01038,13496,PFOCUS,PRIME FOCUS LIMITED,157.99,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0J6L01013,6592,NIDAN,NIDAN LABS AND HEALTH LTD,0,,,0.05,1000,EQUITY,,NSE_EQ
NSE_EQ|INE134E07349,19974,736PFCL28,7.36% TAX FREE NCD,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2220250012,756062,676MH37,SDL MH 6.76% 2037,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE298J01013,357,NAM-INDIA,NIPPON L I A M LTD,804.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE729N07099,757759,750TCSL28,TCSL 7.50% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE306C01019,15053,ENERGYDEV,ENERGY DEVE. CO.LTD,21.53,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210195,7709,712UP32,SDL UP 7.12% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE729N07073,28973,825TCSL27,TCSL 8.25% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE787H08188,29631,756IIFCL28,IIFCL 7.56% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE729N07081,29963,825TCSL28,TCSL 8.25% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210179,7314,696UP31,SDL UP 6.96% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE542Z01028,18967,KAPSTON,KAPSTON SERVICES LIMITED,246.87,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210187,7534,704UP31,SDL UP 7.04% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE729N07065,25946,835TCSL27,TVS CREDIT 8.35% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE269B01029,1979,LMW,LMW LIMITED,16504,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE484I01029,12603,PRECAM,PRECISION CAMSHAFTS LTD.,210.1,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210153,6558,693UP31,SDL UP 6.93% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320210161,6744,693UP31A,SDL UP 6.93% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE0HMF01019,11582,TRACXN,TRACXN TECHNOLOGIES LTD,60.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210138,6099,697UP31A,SDL UP 6.97% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE101D01020,11872,GRANULES,GRANULES INDIA LIMITED,469,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210146,6350,699UP31B,SDL UP 6.99% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE010V01017,18564,LTTS,L&T TECHNOLOGY SER. LTD.,4410.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210112,5887,684UP31,SDL UP 6.84% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320210120,6000,692UP31,SDL UP 6.92% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2120230205,22759,745MP45,SDL MP 7.45% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE350Z01018,23590,GLOSTERLTD,GLOSTER LIMITED,707.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE696F01016,22824,JUNIPER,JUNIPER HOTELS LIMITED,314.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120230213,22872,742MP44,SDL MP 7.42% 2044,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320210104,5695,687UP31,SDL UP 6.87% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE473D01015,18944,KINGFA,KINGFA SCI & TEC IND LTD.,3471.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120230221,22881,742MP45,SDL MP 7.42% 2045,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE498B01024,11813,SHOPERSTOP,SHOPPERS STOP LIMITED,511.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120230239,22882,742MP46,SDL MP 7.42% 2046,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520240095,27660,704GJ33,SDL GJ 7.04% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE263A01024,383,BEL,BHARAT ELECTRONICS LTD,409.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE488V01015,20877,PSPPROJECT,PSP PROJECTS LIMITED,758,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0GTI23014,5718,SHREMINVIT,SHREM INVIT,0,,,0.01,25000,EQUITY,,NSE_EQ
NSE_EQ|IN1520240087,27327,704GJ32,SDL GJ 7.04% 2032,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020210319,8401,SGBMAR30X,2.50%GOLDBONDS2030SR-X,9916.82,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1520240079,27183,705GJ29,SDL GJ 7.05% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520240061,27114,708GJ33,SDL GJ 7.08% 2033,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520240053,27113,705GJ31,SDL GJ 7.05% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE120A01034,595,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,972.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE020B01018,15355,RECLTD,REC LIMITED,401.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN1520240046,25828,682GJ27,SDL GJ 6.82% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520240038,24839,706GJ29,SDL GJ 7.06% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520240020,24838,705GJ28,SDL GJ 7.05% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE212H01026,13086,AIAENG,AIA ENGINEERING LIMITED,3359.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|IN1520240012,24096,723GJ27,SDL GJ 7.23% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE787H08204,757058,708IIFCL35,IIFCL 7.08% 2035,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE264T01014,21749,CAPACITE,CAPACITE INFRAPROJECT LTD,314.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE685A01028,3518,TORNTPHARM,TORRENT PHARMACEUTICALS L,3314.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LEX01011,16711,SAHANA,SAHANA SYSTEM LIMITED,1300.85,,,0.05,125,EQUITY,,NSE_EQ
NSE_EQ|INE127B01011,8568,HITECHGEAR,THE HI-TECH GEARS LIMITED,695.3,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE682M01012,18553,JLHL,JUPITER LIFE LINE HOSP L,1497,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE429F01012,24107,SKIL,SKIL INFRASTRUCTURE LTD.,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE134E07463,20028,892PFCL33,8.92% TAX FREE NCD,1278.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE647A01010,3273,SRF,SRF LTD,3182.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE134E07455,20026,867PFCL33,8.67% TAX FREE NCD,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210096,5565,689UP31,SDL UP 6.89% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE039B01026,8028,CINEVISTA,CINEVISTA LIMITED,18.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210070,5421,697UP31,SDL UP 6.97% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320210088,5473,698UP31,SDL UP 6.98% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320210054,5174,699UP31A,SDL UP 6.99% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE272L01022,21077,SURANASOL,SURANA SOLAR LIMITED,34.23,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210062,5335,702UP31,SDL UP 7.02% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE164B01022,13430,KELLTONTEC,KELLTON TECH SOL LTD,134.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE860T01019,18501,SABEVENTS,SAB EVENTS & GOVERNANCE,6.44,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3320210039,5038,699UP31,SDL UP 6.99% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320210047,5089,701UP31,SDL UP 7.01% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320210013,4757,688UP31A,SDL UP 6.88% 2031,0,,,0.01,100,EQUITY,,NSE_EQ
